标题	年份	类型	国家	时长	评分	人数	概括	链接
没有方向的家 No Direction Home: Bob Dylan	2005	纪录片/音乐/传记	英国 / 美国 / 日本	208	8.8	2340	　　本部纪录片用长达约4个小时的时间讲述了鲍勃·迪伦，这位美国民谣大师的传奇音乐生涯。鲍勃·迪伦，这位堪称美国六十年代反叛文化代言人的传奇歌手，他对音乐的理解和分析从他深刻寓意的歌词中可见一斑。影片聚焦鲍勃·迪伦在六十年代初期成为民谣英雄开始叙述，并穿插多段从未曝光的访问片段，首次真实地披露很多他鲜为人知的画面，记录下这位历久弥新的音乐大师从1961年到1966年间的的传奇历程。　　由著名导演马丁·斯科塞斯执导的首部人物传记长片《没有家的方向》，荣获2006年第58届黄金时段艾美奖其他和技术类奖项-非剧情类节目最佳混音、其他和技术类奖项-非剧情类节目最佳导演提名、其他和技术类奖项-非剧情类节目最佳剪辑提名等多项大奖。	http://movie.douban.com/subject/1419445/	
让我们一起迷失 Let&#39;s Get Lost	1988	纪录片/音乐	美国	120	9.0	423	　　Chet Baker，一个俊朗迷人的美男子，一个爵士乐历史上的早熟天才。在Bruce Weber为他拍摄的传记电影《让我们一起迷失》中，我们可以看到他的一生。他最早从军队中学到音乐常识，退伍后在Be-bop鼻祖Charlie Parker的乐团中作过短暂的停留，23岁时 ，和低音色士风手Mulligan一起录下Cool Jazz著名的演奏《我可笑的情人》(My Funny Valentine)，凭此曲一炮而红。这首老曲子在Chet Baker发挥之下重新焕发了生命，它简单而含蓄，几乎是不动声色地，但却深深渗入你的听觉之中。成名后的Chet Baker组成四人爵士乐团走遍美国各地；六十年代后，又只身前往欧洲，把Cool Jazz的精髓加入更多的欧洲和声，令爵士乐在欧洲获得更大的推广。Chet Baker就象是一颗燃烧著的流星，散发著令人不可思议的能量，...	http://movie.douban.com/subject/1301033/	
尖叫的经典 Gargandi snilld	2005	纪录片/音乐	冰岛 / 丹麦 / 荷兰	-9999	9.0	783	　　这是一部关于冰岛音乐界的记录片，充满了各式各样的风格、无政府状态和伟大的乐队。还记录下像Bjork、Sigur Ros和Mum这些世界知名的乐手和乐队的现场表演，反映出这个国度对音乐的内在看法。	http://movie.douban.com/subject/1768647/	
约翰列侬的理想世界 Imagine: John Lennon	1988	纪录片/音乐/传记	美国	100	9.0	2647	　　本部描写摇滚史上最伟大音乐家之一约翰·温斯顿·列侬的纪录片《约翰列侬的理想世界》，以超过240小时的电影及录影片段，及穿插其中的36首经典名曲，讲述着这位摇滚乐坛有史以来最富传奇色彩的灵魂人物。　　影片收录了多段未被公开的私人视频片段，扑捉记录下列侬这位在音乐世界中狂放不羁才华横溢的天才，在生活中的多重侧面。这些精彩珍贵的视频镜头在36首传唱度极高的经典歌曲中，道出了列侬这位乐坛巨匠背后鲜为人知的故事。	http://movie.douban.com/subject/1441479/	
The Best of Blur	2000	音乐	英国	90	9.2	823	　　Product Description　　Blur, one of Britain's premier bands, presents all the videos from the band's 10 year history in chronological order, including their biggest U.S. hit, &quot;Song 2.&quot; Songs: She's So High, There's No Other Way, Bang, Popscene, For Tomorrow, Chemical World, Sunday Sunday, Girls And Boys, To The End, Parklife, End Of A Century, Country House, The Universal, Stereo...	http://movie.douban.com/subject/1766559/	
The Work of Director Michel Gondry	2003	喜剧/纪录片/音乐	美国		9.3	540	　　Music Videos　　The Hardest Button To Button – THE WHITE STRIPES　　Come Into My World – KYLIE MINOGUE　　Dead Leaves &amp; The Dirty Ground – THE WHITE STRIPES　　Fell In Love With A Girl – THE WHITE STRIPES　　Star Guitar – THE CHEMICAL BROTHERS　　Joga – BJORK　　Deadweight – BECK　　Bachelorette – BJORK　　Everlong – FOO FIGHTERS　　Around The World – DAFT PUNK　　Sugar Water – CIBO MATTO　　Hyperballad – BJORK　　L...	http://movie.douban.com/subject/1400646/	
欢乐分裂 Joy Division	2007	纪录片/音乐	英国 / 美国		8.9	1295	　　Canada  	7 September 2007  	 (Toronto Film Festival)　　UK 	2 May 2008	http://movie.douban.com/subject/2982145/	
永生不死：英伦摇滚的沉浮 Live Forever: The Rise and Fall of Brit Pop	2003	纪录片/音乐	英国	82	8.6	4357	　　该片记录了上个世纪九十年代英伦摇滚的峥嵘岁月，从早期的探索到成熟鼎盛时期以及后来的下坡路，重现了一个时代的英伦摇滚起起伏伏。片中的受访者几乎涵盖了全部当时主流英伦摇滚的核心人物（成员）。透过这些历史亲历者和创造者的自述，结合大量珍贵的影像资料，为观众揭开了神秘英伦摇滚背后的一幕幕真相。	http://movie.douban.com/subject/1473174/	
绿洲乐队1996那里那时演唱会 There and Then	1996	纪录片/音乐	英国		9.5	1130	　　Recorded At: Maine Road, Manchester on the 28th April 1996 and Earls Court, London on the 4th and 5th November 1995	http://movie.douban.com/subject/1394063/	
重金属之旅 Metal: A Headbanger&#39;s Journey	2005	纪录片/音乐	加拿大		9.0	1360	　　2005年，一部火力生猛，恭身向金属乐致敬的铁血记录片----Metal: A Headbanger’s Journey 掀起全球重乐狂潮，所到之处无不赢得万千金属死党泣血膜拜。伴随着被光线利刃永久镌刻于菲林之上隆隆的金属号角，影片横扫欧美大小电影节若干。从伦敦到奥斯陆，从鹿特丹到华盛顿，无数戏院因为影片的公映而相继沦陷。当影片在多伦多电影节亮相时，翘首已久的乐迷影迷更是将放映大厅与演出现场混淆，沸腾场面紧邻混乱边缘。　　影片导演之一，“自从出生后便开始痴迷金属乐已有30余年”的加拿大人类学家兼电影人Sam Dunn与他的搭档---- Scot McFadyen，Jessica Joy Wise，历时两年时间将这部影片由构思变为现实，Sam的双重身份使得这部电影不仅仅成为了一场金属音乐的撒欢庆典，同时在很大程度上还赋予了该记录片立足于社会学层面之上的使...	http://movie.douban.com/subject/1765272/	
环球重金属之旅 Global Metal	2008	纪录片/音乐	加拿大		8.8	778	　　这是继&quot;Metal: A Headbanger's Journey&quot;成功后，人类学家兼金属迷Sam Dunn与伙伴及导演Scot McFayden推出的又一部波及面更广，更深入到全球金属圈的记录片，走遍全世界寻访到众多的金属乐队，金属迷，了解世界各地的金属文化，甚至当地人文。　　在离开了金属的根据地北美与欧洲后，&quot;Global metal&quot;涉足南美（巴西）、亚洲（日本、中国、印度、印尼）、中东（以色列、伊朗）等国家，让我们进一步了解了部分平日难以“琢磨”的金属域，让我们被象印尼、巴西这样的国家如何受到金属的熏陶而完全震撼，让我们再一次看到疯狂的金属迷不仅在北美与欧洲才有，让我们被年轻人对金属的热忱征服。　　当然除了震撼，还有许多轻松搞笑的成分，实在想不出有任何一个金属迷会拒绝去看一个属于自己个性的电影。　　官方网站<a href="http://www.douban.com/link2/?url=http%3A%2F%2Fwww.globalmet&amp;link2key=271e394e04" target="_blank" rel="nofollow">http://www.globalmet<wbr></wbr></a>...	http://movie.douban.com/subject/3183048/	
朋克不死 Punk&#39;s Not Dead	2007	纪录片/音乐	美国	-9999	8.4	1587	　　日方网站　　<a href="http://www.douban.com/link2/?url=http%3A%2F%2Fwww.punksnotdead.jp%2F&amp;link2key=96d7feb0ca" target="_blank" rel="nofollow">http://www.punksnotd<wbr>ead.jp/</wbr></a>　　预告下载　　<a href="http://www.douban.com/link2/?url=http%3A%2F%2Fmedia.punksnotdeadthemovie.com%2FPND_Trailer1.mov&amp;link2key=96d7feb0ca" target="_blank" rel="nofollow">http://media.punksno<wbr>tdeadthemovie.com/PN</wbr><wbr>D_Trailer1.mov</wbr></a>	http://movie.douban.com/subject/1848944/	
平克•弗洛伊德：庞贝古城现场录音纪录片 Pink Floyd: Live at Pompeii	1972	纪录片/音乐	比利时 / 西德 / 法国	62	9.3	843	　　中文名称：庞贝古城现场记录片　　英文名称：Live at Pompeii　　发行时间：2003年10月21日　　专辑歌手：Pink Floyd　　地区：英国　　语言：英语　　这张DVD真的足够叫平克迷喷血了，为Pink Floyd于1974年在庞贝古城现场录音记录片导演剪辑版，我rip的时候连同一个24分钟的导演访谈也做了。这个版本的庞贝古城现场为16:9画面制作，质素强过以前市面上任何VCD、DVD全屏幕版现场video，为诸位平克迷献上，与同好之人分享乃最大乐趣！片中珍贵画面太多，截图数量有限，未能反映乐队成员对录音与乐器技术的见解、导演对庞贝古城文化的刻画。另，最后一张截图为导演Adrian Maben。　　Pink Floyd是一支以技术、创作思想和现场演出效果见长的迷幻摇滚乐队，演出场地的选择也成为他们艺术生涯中一个颇为引人注目的亮点，因此庞贝古城现场录...	http://movie.douban.com/subject/1434550/	
魔鬼詩篇 The Devil and Daniel Johnston	2005	纪录片/音乐/传记	美国	110	8.3	311	　　寇特柯本視他為精神嚮導，Wilco與Flaming Lips翻唱他的歌，樂迷稱他為創作天才。這是丹尼爾強斯頓，搖滾史上最神祕的創作人，也是最孤獨的靈魂。在正常社會定義下，他是不折不扣的失敗者，無藥可治的心病數度將他帶向死亡。然而，透過音樂與畫作，他將真實赤裸的情感宣洩於世人眼前。　　Daniel Johnston is a manic-depressive genius singer/songwriter/artist, revealed in this portrait of madness, creativity and love. This film is a stunning portrait of a musical and artistic genius who nearly slipped away.	http://movie.douban.com/subject/1441030/	
Oasis: Familiar to Millions	2000	音乐	英国	94	9.5	722		http://movie.douban.com/subject/1477110/	
林肯公园：革命之路 Linkin Park: Road to Revolution (Live at Milton Keynes)	2008	歌舞	美国	-9999	9.3	1244	　　01.One Step Closer　　02.From The Inside　　03.No More Sorrow　　04.Given Up　　05.Lying From You　　06.Hands Held High　　07.Leave Out All the Rest　　08.Numb　　09.The Little Things Give You Away　　10.Breaking the Habit　　11.Shadow of the Day　　12.Crawling　　13.In The End　　14.Pushing Me Away　　15.What I've Done　　16.Numb/Encore (featuring Jay-Z)　　17.Jigga What/Faint (featuring Jay-Z)　　18.Bleed It Out	http://movie.douban.com/subject/3249999/	
古尔德的32个短片 Thirty Two Short Films About Glenn Gould	1993	剧情/音乐/传记	葡萄牙 / 加拿大 / 芬兰 / 荷兰	98	8.6	522	　　Side #1- WIDESCREEN　　0. scene selections　　1. Aria [2:49]　　2. Lake Simcoe [4:20]　　3. 45 Seconds and a Chair [:52]　　4. Bruno Monsaingeon [1:54]　　5. Gould Meets Gould [4:38]　　6. Hamburg [4:19]　　7. Variation in C Minor [:39]　　8. Practice [3:35]　　9. The L.A. Concert [4:03]　　10. Cd318 [3:40]　　11. Yehudi Menuhin [2:24]　　12. Passion According to Gould [3:16]　　13. Opus 1 [3:46]　　14. Cro...	http://movie.douban.com/subject/1291829/	
7 Television Commercials (2001)	1998	短片/音乐	英国 / 美国	-9999	9.3	260	　　来自英国牛津的英国摇滚乐团RADIOHEAD，呈现出英伦团体中少有的粗犷暴戾之气，这支极度自怜、自伤的英国乐队，以自己最独特的风格吸引了世界大量歌迷，这也是与“山羊皮&quot;SUEDE等同期其他被誉为英伦独立乐界希望之星的团体相比，RADIOHEAD在美国更具知名度和影响力的原因之一。 尽管人们普遍认为RADIOHEAD的音乐影响来自于“披头士&quot;THE BEATLES或“性手枪&quot;THE SEX PISTOLS，但是他们自己却宣称受PINK FLOYD的教诲更多。1995年，RADIOHEAD甚至在英国巡演中装备了一套非常FLOYD化的四轨环绕声系统，向PINK FLOYD脱帽致敬！　　本张DVD几乎包含他们the Bends和OK Computer时期的所有单曲MV，7首MTV风格各异，从不同视角提示了这支非凡乐队的魅力所在，是radiohead迷们的最佳礼...	http://movie.douban.com/subject/1418158/	
