标题	年份	类型	国家	时长	评分	人数	概括	链接
战争之王 Lord of War	2005	剧情/惊悚/犯罪	美国 / 法国	122	8.5	125304	　　本来美国移民尤瑞（尼古拉斯•凯奇 Nicolas Cage 饰）的家族生意是开饭馆。但是一个偶然的机会令他踏入了军火生意的大门，从此开始了贩卖武器的“职业生涯”。尤瑞遇事机智，胆大心细，这不仅让他成功俘获了美女埃娃的心，还使得他在地下军火生意中愈战愈勇。但是，不顺心的事情也随之而来：出现了生意上的死对头和一名老是盯着他的国际警察；弟弟染上毒瘾，并在一单生意交易中丧了命，而且，尽管他在竭力维护自己在家庭里的正义形象，但却掩盖不了真相。尤瑞开始反省自己生意的正义性，拷问自己的良心，但一切太迟，他已经众叛亲离……	http://movie.douban.com/subject/1419936/	
勇闯夺命岛 The Rock	1996	动作/惊悚/冒险	美国	136	8.5	103260	　　美国海军陆战队法兰（艾德•哈里斯 Ed Harris 饰）将军因不满政府对退伍、战死军人及其家属的补偿和福利不满，率领部下将美军最新研制的生化武器――VX毒气弹――偷运到罗克岛，劫持了81名正在该岛观光的游客，控制了该岛。要挟美国政府48小时内支付1亿元赎金否则将杀死人质并用毒气弹袭击旧金山。　　罗克岛之前曾是美国防卫最严密的监狱，易守难攻。美国政府偶然从档案中发现前英国特工梅森（肖恩•康纳利 Sean Connery 饰）曾顺利从该监狱出逃，于是他们请来了梅森，要求他30小时之内带领特种部队攻占这座“魔鬼岛”……	http://movie.douban.com/subject/1292728/	
终结者2 Terminator 2: Judgment Day	1991	动作/科幻/惊悚	美国 / 法国	137	8.5	94485	　　上一部中，超级电脑“天网”阻止人类抵抗领袖John Connor诞生的行动失败，时隔13年后，在“审判日”到来之前，“天网”派出了更加先进的生化机器人T-1000（Robert Patrick 饰）从公元前2029年回到洛杉矶追杀已经长大的John Connor，与此同时，John也派出了机器人T-800 Model 101（Arnold Schwarzenegger 饰）回去保护年幼的自己。　　此时，Sarah Connor（Linda Hamilton 饰）因为怪异的言行而住进了精神疗养院，John Connor（Edward Furlong 饰）则和养父母住在一起，行为叛逆。T-800 Model 101找到他们，在逃避T-1000追杀过程中，获得了二人的信任。　　为了改变未来的历史，挽救人类的命运，Sarah Connor、John Connor...	http://movie.douban.com/subject/1291844/	
谍影重重 The Bourne Identity	2002	动作/悬疑/惊悚/冒险	美国 / 德国 / 捷克	119	8.4	124405	　　杰森·伯恩（马特·达蒙 饰）在意大利被人从海上救起，他失去了记忆，除了臀部的瑞士银行帐号之外，他完全没有办法证明自己的身份。　　杰森从瑞士银行找到了大量的现金，六本护照，一把枪，同时他发现自己格斗、枪械、和语言等方面的能力，他开始追查自己的身份，并且把陌生女子玛丽（弗兰卡·泼坦特 饰）也卷了进来。两人从瑞士到巴黎，一路上受到神秘杀手组织的追杀，危机重重。　　杰森能否化险为夷，找到自己的真实身份？他是否有勇气面对真相？	http://movie.douban.com/subject/1304102/	
谍影重重2 The Bourne Supremacy	2004	动作/悬疑/惊悚/冒险	美国 / 德国	108	8.5	101508	　　经过上一集的腥风血雨之后，伯恩（马特·达蒙 饰）和女朋友玛丽（弗兰卡·泼坦特 饰）隐居在印度偏僻的海边小镇，想忘记以前的生活。一天，神秘组织的杀手来到小镇，打破了伯恩二人世界的宁静，女友玛丽在逃亡途中被枪杀。　　为了查出真相，伯恩重新开始战斗，他发现以前工作的中情局开始重新寻找他，自己被卷入了一场刺杀活动中，被人诬陷破坏了中情局的一次情报交易，杀害特工。伯恩别无选择，他只能找到冒充自己的人，才能洗刷清白，为女友报仇。	http://movie.douban.com/subject/1308767/	
末代皇帝 The Last Emperor	1987	剧情/传记/历史	意大利 / 中国 / 英国 / 法国	163	8.6	92766	　　溥仪（尊龙 饰）的一生在电影中娓娓道来。他从三岁起登基，年幼的眼光中只有大臣身上的一只蝈蝈，江山在他心中只是一个不明所以的名词。长大了，他以为可以变革，却被太监一把烧了朝廷账本。他以为是大清江山的主人，却做了日本人的傀儡。　　解放后，他坐上了从俄国回来的火车，身边是押送监视他的解放军。他猜测自己难逃一死，便躲在狭小的卫生间里，割脉自杀。然而他没有死在火车上，命运的嘲笑还在等着他。文革的风风雨雨，在他身上留下了斑斑伤痕。	http://movie.douban.com/subject/1293172/	
恋恋笔记本 The Notebook	2004	剧情/爱情	美国	123	8.5	191537	　　一个浸润着鲜红与纯白的爱情故事，写在一本洒满昏黄的笔记本上，被一位老先生(詹姆斯•加纳饰)，一遍一遍的讲述。老太太(吉娜•罗兰饰)总是静静的听着，好奇的追问结果。在一家疗养院，这样不变的场景每天都会上演。　　笔记本上，秀美的字迹，记载着发生在那个夏天的爱情。艾莉(蕾切尔•麦克亚当斯饰)是富有人家的千金，她随家人来到小镇避暑。在一个充满梦幻的游乐场，邂逅了诺亚(莱安•高斯利饰)。诺亚没有钱，却活的很快乐。艾莉在他那学会了自由，得到了欢笑，两人很快热恋起来。然而在艾莉父母的阻挠下，相爱的两个人，就被分开在夏天结束的那一刻。随着诺亚的365封信被偷偷藏起，艾莉在7年后终于放弃了等待。就在她要步入教堂的前一天，突然在报纸上看到了诺亚曾许诺给自己建造的白色房子。一切记忆，全部苏醒……　　也许，应该苏醒的，不是故事中的，而是听故事的人。	http://movie.douban.com/subject/1309163/	
现代启示录 Apocalypse Now	1979	剧情/战争	美国	153	8.3	37078	　　越战后期，美军上尉威拉德（马丁•辛 Martin Sheen 饰）奉命沿湄公河而上，搜寻脱离美军在柬埔寨建立了自己的王国的科茨（马龙•白兰度 Marlon Brando 饰）上教，将他带回或杀死。科茨上教曾经是美军在越战中的英雄，战功赫赫。然而，忽然有一天，他失踪了。随后，情报指出他在柬埔扎建立了自己的王国，自己的军队，专门反对美军。　　威拉德与几名士兵一路沿河而上，途中他们目睹了种种暴行、杀戮，目睹了无论美军士兵还是当地人在长期的战争中精神扭曲，做出的种种非正常的行为，威拉德感到了极大的震撼。　　威拉德最后在柬埔寨科茨的王国中被当地人捉住，见到了科茨。然而，科茨竟欲求一死，叫威拉德将这里炸为平地……	http://movie.douban.com/subject/1292260/	
阮玲玉	1992	剧情/爱情/传记	香港	126	8.3	33980	　　一代电影明星阮玲玉（张曼玉饰）的一生波折辛酸，由璀璨的荧幕生涯到黯然的个人生活，皆成为后世怀念与争论不休的话题。其与张达民（吴启华饰）、唐季珊（秦汉饰）、蔡楚生（梁家辉饰）的感情纠葛让人唏嘘不已。本片导演关锦鹏以记录片的拍摄方式，穿插阮玲玉女士的原片与张曼玉饰演的画面交织，又附着老影人的采访与演员张曼玉自己的感受，可谓创造出了时空变换的美感与意境，让人不禁为这一代玉人的一生惋惜与深思。“人言可畏”，成为经典绝语。　　张曼玉凭该片获得柏林影后。	http://movie.douban.com/subject/1293414/	
遗愿清单 The Bucket List	2007	剧情/喜剧/冒险	美国	97	8.5	80158	　　老富翁爱德华•科尔（杰克•尼克尔森 Jack Nicholson 饰）近年来在公立医院的私有化改造事业中获利颇丰，他为节省成本，规定病房“一房两床”的做法颇受非议，但性格强势的科尔不以为意，岂料他不久被检查出罹患癌症，本欲入住单人病房的科尔在舆论压力下只得与另一位病人——老卡特（摩根•弗里曼 Morgan Freeman 饰）同处一室。汽车修理技师老卡特博闻强识，将三个子女培养成才，但代价是牺牲了年轻时要做历史教授的梦想。曾经结婚多次如今却孤身一人的科尔逐渐对卡特产生了兴趣，两位老人在病房中结下了友谊。科尔偶然发现了卡特的“遗愿清单”，他决定运用自己的力量，让那些纸面上的疯狂构想一一实现，去发现人生的真正意义……	http://movie.douban.com/subject/1867345/	
出水芙蓉 Bathing Beauty	1944	喜剧/歌舞	美国	101	8.5	21749	　　流行音乐作曲家史蒂夫（Red Skelton）在加州与美丽多情的大学游泳课老师卡罗琳（Esther Williams）一见倾心，两人谈婚论嫁之际，遭到唱片公司高层的反对，他们怕影响到史蒂夫为“水上盛典”作曲，但史蒂夫无视阻挠。　　史蒂夫的经纪人乔治雇用女演员玛丽娅假冒史蒂夫的妻子，后者带着三个假冒的孩子来到婚礼上大闹，卡罗琳一气之下出走，史蒂夫得知卡罗琳任教的学院虽是女子学院，但章程规定也招男生，于是报名入学，笑话自此层出不穷。	http://movie.douban.com/subject/1305158/	
摩托日记 Diarios de motocicleta	2004	剧情/传记/冒险	阿根廷 / 美国 / 智利 / 秘鲁 / 巴西 / 英国 / 德国 / 法国	126	8.5	27294	　　电影讲述了一次南美旅程如何激发了切格瓦拉全新的世界观，使得革命热情开始在他心中萌芽生长。格瓦拉（盖尔·加西亚·贝纳尔 Gael García Bernal 饰）当年23岁，意气风发，踌躇满怀，是一个医学院的学生。他对外面的世界抱有强烈的好奇心，于是和朋友艾伯特踏上了拉丁美洲的长长一串旅途中。他们骑上摩托车，风驰电掣的出发了，却不料摩托车很快就报了废。但这却一点没有影响年轻人的激情，二人靠搭便车来完成剩下的旅程。穿过拉丁美洲古老的文明遗址，穿梭于各个国家各色人群中间，他们开始真切感受到社会的真相、生活的苦难。当深入到亚马逊河流域的麻风病人区时，他们被所见所闻深深震撼。切格瓦拉开始思考宏大深奥的命题：人类、社会、经济、文明，人类的苦难、快乐的定义……	http://movie.douban.com/subject/1309015/	
妈妈再爱我一次 媽媽再愛我一次	1988	剧情/家庭	台湾	87	8.4	29236	　　黄秋霞（杨贵媚）与富家子弟林国荣真心相爱，并已珠胎暗结，但在谈婚论嫁时两人被林母以黄秋霞身家不清白为由强行拆散，林国荣另娶了门当户对女子为妻，黄秋霞则投靠乡下姨母生下志强（谢小鱼、李小飞）独立抚养。　　几年后，林国荣之妻被证实不能生育，林家父母为了延续香火，办法施尽令志强离开黄秋霞回到了林家认祖归宗，然而年幼的志强却无法接受没有母亲的生活，屡次试图重回母亲身边，却在某次尝试中遭遇大雨导致生命垂危，黄秋霞因为此事激动，失足跌下楼梯成为疯妇。	http://movie.douban.com/subject/1432972/	
阿郎的故事	1989	剧情	香港	99	8.5	45933	　　阿郎（周润发）年轻时作为出色的赛车手很是放荡不羁，却不妨碍富家女波波（张艾嘉）对其一往情深，波波不顾家人反对同他结婚并怀下身孕后，发 现阿郎背着她还有其它女人，愤然离去。波波临盆之际，阿郎参加非法赛车撞死警察入狱，波波也因被母亲和医生告知婴儿夭折去了美国。出狱后，阿郎很为以前行 为愧疚，从孤儿院找回儿子取名波仔（黄坤玄），父子二人开始相依为命过日子。　　十年后，已有未婚夫的波波回港又遇阿郎，得知波仔是自己的儿子后想将其带去美国，内心仍深爱波波的阿郎为了证明自己已有彻底改变，决定不顾年纪和身体状况再战赛场。	http://movie.douban.com/subject/1293315/	
克莱默夫妇 Kramer vs. Kramer	1979	剧情/家庭	美国	105	8.5	30799	　　克莱默夫妇像普通的美国夫妇一样，克莱默先生（达斯汀•霍夫曼 Dustin Hoffman 饰）在外工作挣钱，克莱默夫人（梅丽尔•斯特里普 Meryl Streep 饰）则在家照料照料6岁的儿子比利（贾斯汀•亨利 Justin Henry 饰）。由于克莱默先生忙于工作忽略了家庭，克莱默夫人某天愤然出走，留下了父子两。　　克莱默先生现在一方面要忙于工作，一方面又要照顾比利，生活一时陷入麻烦中。克莱默先生不善家务，在照料比利时洋相百出：第一次为比利煎西多士、过程十分恐怖；比利不吃饭要吃雪糕，克莱默先生想阻止却不懂沟通……　　幸好在女邻居的帮助下，克莱默先生逐渐适应了单身父亲的生活。父子两越来越亲密，互相依赖。　　这时，克莱默夫人回来了，她已经是纽约一名出色的设计师了。她回来要拿回比利的抚养权……	http://movie.douban.com/subject/1300685/	
